ws,year,mo,precip,Ca,Mg,K,Na,Al,NH4,pH,SO4,NO3,Cl,PO4,SiO2
6,1968,1,77.4,0.11,0.02,0.05,0.10,-3.000,0.299,4.04,3.30,2.842,0.30,-3.0000,-3.0
6,1968,2,68.6,0.25,0.15,0.07,0.30,-3.000,0.065,4.21,1.92,2.242,0.33,-3.0000,-3.0
6,1968,3,102.9,0.23,0.07,0.04,0.33,-3.000,0.109,4.22,2.53,1.423,0.36,-3.0000,-3.0
6,1968,4,126.3,0.85,0.18,0.22,0.23,-3.000,0.254,4.32,2.64,1.223,0.38,-3.0000,-3.0
6,1968,5,219.1,0.08,0.02,0.07,0.04,-3.000,0.232,4.01,4.00,1.670,0.29,-3.0000,-3.0
6,1968,6,160.5,0.12,0.03,0.06,0.03,-3.000,0.285,4.05,3.85,1.257,0.65,-3.0000,-3.0
6,1968,7,54.6,0.20,0.05,0.08,0.05,-3.000,0.392,3.91,5.66,1.688,0.51,-3.0000,-3.0
6,1968,8,52.7,0.11,0.04,0.03,0.08,-3.000,0.592,3.93,4.32,1.815,1.09,-3.0000,-3.0
6,1968,9,77.1,0.12,0.07,0.04,0.20,-3.000,0.310,4.01,3.02,0.942,0.49,-3.0000,-3.0
6,1968,10,79.9,0.06,0.08,0.18,0.42,-3.000,0.127,4.28,1.34,0.482,1.05,-3.0000,-3.0
6,1968,11,138.5,0.10,0.02,0.04,0.03,-3.000,0.158,4.40,1.52,1.055,0.20,-3.0000,-3.0
6,1968,12,211.9,0.04,0.01,0.01,0.02,-3.000,0.133,4.41,1.13,0.979,0.14,-3.0000,-3.0
6,1969,1,84.0,0.08,0.02,0.04,0.15,-3.000,0.188,4.30,1.81,1.461,0.32,-3.0000,-3.0
6,1969,2,182.1,0.04,0.03,0.01,0.03,-3.000,0.160,4.69,0.76,0.433,0.10,-3.0000,-3.0
6,1969,3,102.4,0.23,0.04,0.06,0.12,-3.000,0.352,3.93,4.15,2.421,0.44,-3.0000,-3.0
6,1969,4,103.5,0.20,0.03,0.05,0.12,-3.000,0.296,3.96,3.78,2.118,0.47,-3.0000,-3.0
6,1969,5,102.6,0.32,0.04,0.10,0.28,-3.000,0.352,4.05,3.49,1.522,0.48,-3.0000,-3.0
6,1969,6,92.9,0.24,0.06,0.15,0.12,-3.000,0.486,4.10,3.23,1.250,0.33,-3.0000,-3.0
6,1969,7,203.0,0.11,0.02,0.02,0.06,-3.000,0.230,4.01,3.28,1.288,0.23,-3.0000,-3.0
6,1969,8,147.4,0.10,0.02,0.02,0.02,-3.000,0.327,4.16,2.03,0.612,0.65,-3.0000,-3.0
6,1969,9,48.4,0.12,0.02,0.13,0.04,-3.000,0.339,4.14,3.24,0.960,0.34,-3.0000,-3.0
6,1969,10,63.9,0.17,0.02,0.11,0.06,-3.000,0.240,4.16,2.70,0.785,0.52,-3.0000,-3.0
6,1969,11,155.7,0.09,0.05,0.06,0.33,-3.000,0.162,4.17,2.26,0.647,0.65,-3.0000,-3.0
6,1969,12,205.5,0.20,0.02,0.02,0.19,-3.000,0.122,4.16,1.20,2.355,0.24,-3.0000,-3.0
6,1970,1,26.5,0.12,0.03,0.04,0.18,-3.000,0.210,4.14,2.19,2.124,0.24,-3.0000,-3.0
6,1970,2,101.5,0.18,0.04,0.04,0.19,-3.000,0.191,4.21,1.82,1.990,0.29,-3.0000,-3.0
6,1970,3,118.7,0.07,0.02,0.02,0.06,-3.000,0.188,4.15,1.99,1.617,0.12,-3.0000,-3.0
6,1970,4,102.6,0.24,0.04,0.04,0.07,-3.000,0.270,4.19,2.38,1.522,0.12,-3.0000,-3.0
6,1970,5,93.4,0.34,0.07,0.19,0.15,-3.000,0.225,4.18,2.46,0.888,0.39,-3.0000,-3.0
6,1970,6,99.8,0.10,0.02,0.04,0.03,-3.000,0.664,3.95,3.96,1.249,0.28,-3.0000,-3.0
6,1970,7,66.1,0.27,0.07,0.26,0.08,-3.000,0.561,3.88,5.57,2.612,0.14,-3.0000,-3.0
6,1970,8,161.9,0.19,0.05,0.22,0.06,-3.000,0.509,3.96,4.17,2.065,0.15,-3.0000,-3.0
6,1970,9,139.8,0.05,0.01,0.08,0.03,-3.000,0.280,3.94,3.33,1.618,0.29,-3.0000,-3.0
6,1970,10,106.8,0.06,0.03,0.04,0.18,-3.000,0.502,3.70,3.84,3.193,0.90,-3.0000,-3.0
6,1970,11,97.0,0.08,0.04,0.05,0.32,-3.000,0.202,4.26,2.06,1.138,0.48,-3.0000,-3.0
6,1970,12,149.1,0.11,0.02,0.10,0.07,-3.000,0.112,4.28,1.53,1.255,0.61,-3.0000,-3.0
6,1971,1,89.4,0.11,0.02,0.05,0.07,-3.000,0.070,4.26,1.47,2.473,0.32,-3.0000,-3.0
6,1971,2,136.2,0.11,0.03,0.02,0.14,-3.000,0.343,4.40,1.64,1.446,0.29,-3.0000,-3.0
6,1971,3,106.8,0.13,0.03,0.03,0.06,-3.000,0.085,4.37,0.94,1.503,0.25,-3.0000,-3.0
6,1971,4,56.7,0.61,0.28,0.09,0.24,-3.000,0.475,3.89,4.97,3.171,0.41,-3.0000,-3.0
6,1971,5,120.2,0.20,0.04,0.10,0.09,-3.000,0.475,3.84,5.72,2.599,0.61,-3.0000,-3.0
6,1971,6,70.1,0.14,0.02,0.05,0.02,-3.000,0.418,3.97,4.93,1.657,0.34,-3.0000,-3.0
6,1971,7,150.9,0.11,0.02,0.02,0.05,-3.000,0.311,4.13,3.81,1.278,0.22,-3.0000,-3.0
6,1971,8,123.1,0.04,0.02,0.01,0.12,-3.000,0.070,4.74,0.90,0.230,0.25,-3.0000,-3.0
6,1971,9,75.0,0.04,0.02,0.02,0.10,-3.000,0.284,4.03,2.50,1.400,1.01,-3.0000,-3.0
6,1971,10,108.5,0.13,0.06,0.04,0.31,-3.000,0.100,4.03,2.40,1.790,1.10,0.0100,-3.0
6,1971,11,114.1,0.08,0.03,0.01,0.13,-3.000,0.092,4.11,2.64,2.260,0.41,0.0040,-3.0
6,1971,12,119.3,0.07,0.02,0.02,0.06,-3.000,0.143,4.27,2.00,1.904,0.27,0.0030,-3.0
6,1972,1,77.1,0.09,0.02,0.03,0.14,-3.000,0.167,4.21,2.29,2.089,0.34,0.0120,-3.0
6,1972,2,82.9,0.13,0.03,0.02,0.17,-3.000,0.170,4.22,1.35,2.441,0.35,0.0150,-3.0
6,1972,3,180.4,0.05,0.06,0.02,0.07,-3.000,0.176,4.28,2.10,1.581,0.18,0.0120,-3.0
6,1972,4,92.9,0.22,0.03,0.03,0.06,-3.000,0.483,4.01,4.24,2.502,0.20,0.0120,-3.0
6,1972,5,87.0,0.13,0.04,0.06,0.10,-3.000,0.457,3.93,3.65,2.332,0.48,0.0090,-3.0
6,1972,6,129.4,0.13,0.04,0.11,0.16,-3.000,0.235,4.02,2.92,1.403,0.80,0.0380,-3.0
6,1972,7,158.4,0.07,0.01,0.02,0.02,-3.000,0.255,4.04,3.50,1.409,0.16,0.0140,-3.0
6,1972,8,167.0,0.07,0.02,0.02,0.06,-3.000,0.269,3.99,4.02,1.907,0.22,0.0220,-3.0
6,1972,9,47.9,0.09,0.02,0.05,0.10,-3.000,0.346,3.95,4.59,2.341,0.82,0.0210,-3.0
6,1972,10,93.5,0.09,0.04,0.07,0.22,-3.000,0.163,4.24,2.20,1.614,0.67,0.0130,-3.0
6,1972,11,175.6,0.04,0.03,0.02,0.06,-3.000,0.068,4.30,1.82,1.194,0.23,0.0040,-3.0
6,1972,12,200.5,0.09,0.09,0.03,0.08,-3.000,0.046,4.31,2.10,1.269,0.21,0.0050,-3.0
6,1973,1,120.9,0.06,0.02,0.02,0.18,-3.000,0.105,4.42,1.66,1.222,0.31,0.0080,-3.0
6,1973,2,74.9,0.03,0.01,0.02,0.07,-3.000,0.047,4.21,1.17,1.016,1.01,0.0010,-3.0
6,1973,3,97.1,0.12,0.03,0.03,0.13,-3.000,0.102,4.23,2.25,1.370,0.82,0.0040,-3.0
6,1973,4,118.3,0.05,0.03,0.03,0.17,-3.000,0.069,4.32,1.70,1.346,0.29,0.0220,-3.0
6,1973,5,181.2,0.05,0.01,0.04,0.03,-3.000,0.134,4.19,2.41,1.506,0.43,0.0050,-3.0
6,1973,6,373.4,0.05,0.01,0.03,0.08,-3.000,0.161,4.19,3.38,1.534,0.18,0.0060,-3.0
6,1973,7,87.0,0.22,0.04,0.05,0.02,-3.000,0.442,4.03,4.66,1.960,0.25,0.0060,-3.0
6,1973,8,115.0,0.07,0.01,0.03,0.03,-3.000,0.213,4.10,4.05,1.390,0.25,0.0040,-3.0
6,1973,9,142.2,0.07,0.02,0.03,0.05,-3.000,0.257,3.97,5.02,2.133,0.23,0.0040,-3.0
6,1973,10,98.6,0.26,0.05,0.27,0.07,-3.000,0.438,4.18,3.07,2.549,0.44,0.0170,-3.0
6,1973,11,128.9,0.17,0.03,0.04,0.10,-3.000,0.344,4.09,3.21,2.991,0.21,0.0080,-3.0
6,1973,12,287.0,0.05,0.01,0.02,0.10,-3.000,0.054,4.64,0.88,0.683,0.22,0.0050,-3.0
6,1974,1,114.5,0.07,0.01,0.03,0.06,-3.000,0.143,4.31,1.90,1.694,0.23,0.0040,-3.0
6,1974,2,94.3,0.09,0.01,0.01,0.08,-3.000,0.089,4.38,1.63,1.348,0.20,0.0020,-3.0
6,1974,3,136.1,0.15,0.03,0.03,0.12,-3.000,0.136,4.38,1.88,1.786,0.24,0.0020,-3.0
6,1974,4,145.5,0.19,0.03,0.04,0.08,-3.000,0.222,4.14,2.67,1.774,0.29,0.0050,-3.0
6,1974,5,165.9,0.12,0.03,0.05,0.05,-3.000,0.268,4.09,3.40,1.484,0.25,0.0210,-3.0
6,1974,6,121.0,0.07,0.02,0.04,0.07,-3.000,0.123,4.16,2.57,1.124,0.29,0.0060,-3.0
6,1974,7,111.0,0.15,0.03,0.07,0.04,-3.000,0.312,4.04,4.36,1.540,0.19,0.0160,-3.0
6,1974,8,137.7,0.04,0.01,0.03,0.02,-3.000,0.156,4.06,4.03,1.176,0.13,0.0140,-3.0
6,1974,9,171.9,0.03,0.02,0.03,0.05,-3.000,0.129,4.16,2.85,1.117,0.42,0.0030,-3.0
6,1974,10,47.8,0.55,0.02,0.11,0.05,-3.000,0.249,4.13,2.45,1.610,0.71,0.0030,-3.0
6,1974,11,117.8,0.02,0.01,0.08,0.06,-3.000,0.115,4.32,1.58,1.281,0.26,0.0040,-3.0
6,1974,12,110.7,0.03,0.05,0.03,0.33,-3.000,0.103,4.32,1.94,1.661,0.60,0.0030,-3.0
6,1975,1,121.2,0.05,0.02,0.02,0.09,-3.000,0.075,4.41,1.40,1.613,0.25,0.0060,-3.0
6,1975,2,93.3,0.06,0.01,0.02,0.06,-3.000,0.103,4.33,1.61,1.883,0.21,0.0060,-3.0
6,1975,3,167.6,0.10,0.07,0.03,0.50,-3.000,0.164,4.26,2.56,1.963,0.88,0.0030,-3.0
6,1975,4,68.4,0.22,0.03,0.04,0.08,-3.000,0.455,4.16,3.76,2.382,0.31,0.0050,-3.0
6,1975,5,39.2,0.31,0.05,0.11,0.05,-3.000,0.514,3.77,5.23,3.782,0.63,0.0470,-3.0
6,1975,6,171.3,0.05,0.01,0.03,0.03,-3.000,0.135,4.14,2.66,1.374,0.19,0.0050,-3.0
6,1975,7,181.5,0.02,0.01,0.01,0.03,-3.000,0.118,4.17,2.56,1.350,0.14,0.0030,-3.0
6,1975,8,96.0,0.12,0.02,0.02,0.03,-3.000,0.174,3.96,4.19,1.733,0.22,0.0080,-3.0
6,1975,9,174.2,0.07,0.01,0.01,0.03,-3.000,0.094,4.23,2.36,0.920,0.15,0.0030,-3.0
6,1975,10,142.8,0.12,0.01,0.01,0.03,-3.000,0.012,4.79,0.79,0.187,0.11,0.0030,-3.0
6,1975,11,158.2,0.03,0.01,0.01,0.04,-3.000,0.089,4.30,1.38,1.414,0.20,0.0060,-3.0
6,1975,12,126.5,0.03,0.01,0.01,0.05,-3.000,0.062,4.49,1.17,0.929,0.23,0.0030,-3.0
6,1976,1,161.5,0.01,0.02,0.02,0.15,-3.000,0.107,4.18,2.06,2.187,0.38,0.0110,-3.0
6,1976,2,144.5,0.06,0.02,0.02,0.08,-3.000,0.137,4.34,1.83,1.588,0.17,0.0070,-3.0
6,1976,3,123.6,0.28,0.04,0.03,0.17,-3.000,0.267,4.13,2.92,3.154,0.38,0.0030,-3.0
6,1976,4,93.0,0.05,0.02,0.05,0.03,-3.000,0.195,4.30,3.00,0.871,0.13,0.0100,-3.0
6,1976,5,196.3,0.07,0.03,0.09,0.04,-3.000,0.261,4.21,3.22,1.344,0.16,0.0320,-3.0
6,1976,6,113.1,0.07,0.02,0.02,0.06,-3.000,0.129,4.20,3.03,1.291,0.22,0.0060,-3.0
6,1976,7,110.1,0.08,0.02,0.04,0.03,-3.000,0.173,4.11,3.49,1.378,0.30,0.0130,-3.0
6,1976,8,145.4,0.05,0.02,0.03,0.07,-3.000,0.168,4.15,2.91,1.237,0.19,0.0120,-3.0
6,1976,9,138.3,0.06,0.03,0.03,0.10,-3.000,0.209,4.08,3.70,1.979,0.23,0.0070,-3.0
6,1976,10,205.5,0.02,0.01,0.05,0.02,-3.000,0.096,4.40,1.70,1.133,0.13,0.0050,-3.0
6,1976,11,76.6,0.11,0.03,0.03,0.08,-3.000,0.269,4.10,2.58,2.716,0.58,0.0170,-3.0
6,1976,12,113.8,0.16,0.03,0.02,0.14,-3.000,0.135,4.24,1.30,2.528,0.54,0.0200,-3.0
6,1977,1,91.0,0.03,0.01,0.02,0.05,-3.000,0.117,4.32,1.14,2.253,0.62,0.0070,-3.0
6,1977,2,86.4,0.06,0.01,0.02,0.09,-3.000,0.392,4.12,2.09,2.972,0.74,0.0080,-3.0
6,1977,3,167.9,0.08,0.01,0.01,0.05,-3.000,0.097,4.50,1.18,0.874,0.46,0.0080,-3.0
6,1977,4,116.8,0.25,0.05,0.03,0.07,-3.000,0.216,4.23,2.39,2.851,0.24,0.0110,-3.0
6,1977,5,36.7,0.34,0.07,0.12,0.05,-3.000,0.260,4.07,4.48,2.617,0.38,0.0150,-3.0
6,1977,6,132.6,0.13,0.04,0.11,0.03,-3.000,0.203,4.00,4.38,2.021,0.26,0.0130,-3.0
6,1977,7,72.9,0.06,0.02,0.02,0.02,-3.000,0.200,3.89,4.76,2.629,0.26,0.0080,-3.0
6,1977,8,96.2,0.12,0.03,0.03,0.03,-3.000,0.327,3.71,7.52,3.974,0.18,0.0090,-3.0
6,1977,9,198.0,0.04,0.02,0.04,0.06,-3.000,0.092,4.25,2.08,1.188,0.11,0.0090,-3.0
6,1977,10,193.1,0.05,0.02,0.12,0.02,-3.000,0.068,4.40,1.45,0.950,0.27,0.0080,-3.0
6,1977,11,123.9,0.05,0.05,0.04,0.29,-3.000,0.103,4.24,1.93,1.451,0.50,0.0060,-3.0
6,1977,12,153.2,0.03,0.02,0.02,0.03,-3.000,0.055,4.50,1.01,1.031,0.14,0.0050,-3.0
6,1978,1,250.1,0.03,0.02,0.01,0.11,-3.000,0.022,4.64,0.88,0.593,0.29,0.0050,-3.0
6,1978,2,31.6,0.07,0.02,0.01,0.07,-3.000,0.029,4.43,0.87,0.911,0.41,0.0060,-3.0
6,1978,3,82.6,0.15,0.05,0.02,0.24,-3.000,0.110,4.10,2.84,2.573,0.61,0.0110,-3.0
6,1978,4,85.2,0.20,0.05,0.02,0.20,-3.000,0.482,3.89,4.39,3.411,0.68,0.0140,-3.0
6,1978,5,113.0,0.09,0.02,0.02,0.03,-3.000,0.244,4.11,3.16,1.675,0.17,0.0080,-3.0
6,1978,6,148.1,0.09,0.02,0.03,0.02,-3.000,0.235,4.06,3.89,1.680,0.13,0.0140,-3.0
6,1978,7,53.4,0.12,0.03,0.05,0.01,-3.000,0.240,3.94,4.81,1.933,0.19,0.0160,-3.0
6,1978,8,95.9,0.11,0.02,0.04,0.01,-3.000,0.226,3.99,4.32,1.599,0.16,0.0240,-3.0
6,1978,9,36.3,0.04,0.02,0.03,0.06,-3.000,0.553,3.95,4.67,2.041,0.32,0.0080,-3.0
6,1978,10,95.1,0.07,0.03,0.35,0.19,-3.000,0.161,4.11,2.43,2.090,0.41,0.0090,-3.0
6,1978,11,70.3,0.02,0.02,0.01,0.05,-3.000,0.069,4.36,1.39,1.093,0.22,0.0090,-3.0
6,1978,12,115.0,0.04,0.02,0.01,0.05,-3.000,0.066,4.37,1.07,1.929,0.26,0.0110,-3.0
6,1979,1,231.5,0.01,0.01,0.01,0.02,-3.000,0.027,4.51,0.58,1.133,0.13,0.0090,-3.0
6,1979,2,60.7,0.04,0.03,0.02,0.09,-3.000,0.106,4.14,2.68,1.430,0.18,0.0390,-3.0
6,1979,3,140.3,0.07,0.08,0.03,0.58,-3.000,0.210,4.05,3.02,2.109,1.15,0.0240,-3.0
6,1979,4,153.5,0.10,0.03,0.02,0.10,-3.000,0.217,4.16,2.79,1.723,0.38,0.0300,-3.0
6,1979,5,161.8,0.04,0.01,0.03,0.07,-3.000,0.231,4.17,2.70,1.974,0.15,0.0120,-3.0
6,1979,6,46.6,0.13,0.05,0.12,0.08,-3.000,0.100,4.14,3.14,1.881,0.18,0.0330,-3.0
6,1979,7,82.0,0.03,0.01,0.03,0.04,-3.000,0.118,4.04,2.71,1.448,0.18,0.0130,-3.0
6,1979,8,131.6,0.05,0.02,0.04,0.03,-3.000,0.184,4.11,3.12,1.512,0.15,0.0110,-3.0
6,1979,9,127.6,0.09,0.02,0.04,0.08,-3.000,0.059,4.36,1.41,0.798,0.26,0.0130,-3.0
6,1979,10,163.4,0.09,0.04,0.22,0.06,-3.000,0.125,4.35,1.95,1.302,0.25,0.0140,-3.0
6,1979,11,128.5,0.07,0.03,0.12,0.20,-3.000,0.273,4.09,2.76,2.802,0.42,0.0130,-3.0
6,1979,12,79.3,0.05,0.02,0.05,0.08,-3.000,0.141,4.30,1.92,1.532,0.19,0.0490,-3.0
6,1980,1,53.5,0.13,0.06,0.04,0.46,-3.000,0.114,4.34,1.30,2.024,0.80,0.0120,-3.0
6,1980,2,41.3,0.10,0.02,0.03,0.10,-3.000,0.070,4.25,1.27,2.618,0.31,0.0160,-3.0
6,1980,3,146.5,0.07,0.02,0.02,0.07,-3.000,0.162,4.34,1.49,1.597,0.19,0.0080,-3.0
6,1980,4,135.0,0.21,0.05,0.04,0.19,-3.000,0.319,4.19,3.01,1.934,0.30,0.0170,-3.0
6,1980,5,58.4,0.21,0.05,0.10,0.05,-3.000,0.404,4.20,3.09,1.822,0.18,0.0450,-3.0
6,1980,6,81.3,0.08,0.02,0.05,0.05,-3.000,0.212,4.11,2.85,1.504,0.17,0.0190,-3.0
6,1980,7,91.9,0.09,0.02,0.02,0.03,-3.000,0.204,4.10,3.46,1.643,0.17,0.0200,-3.0
6,1980,8,91.5,0.08,0.01,0.02,0.05,-3.000,0.300,4.01,4.38,1.989,0.18,0.0110,-3.0
6,1980,9,136.1,0.09,0.04,0.03,0.10,-3.000,0.289,4.04,3.84,2.105,0.18,0.0070,-3.0
6,1980,10,123.4,0.11,0.04,0.12,0.22,-3.000,0.135,4.30,1.81,1.469,0.41,0.0070,-3.0
6,1980,11,130.1,0.11,0.02,0.03,0.02,-3.000,0.176,4.41,1.15,1.806,0.10,0.0100,-3.0
6,1980,12,77.2,0.10,0.01,0.03,0.15,-3.000,0.191,4.26,1.32,2.632,0.31,0.0160,-3.0
6,1981,1,25.8,0.10,0.01,0.02,0.10,-3.000,0.081,4.04,1.03,4.914,0.52,0.0160,-3.0
6,1981,2,297.5,0.04,0.05,0.03,0.36,-3.000,0.083,4.61,0.97,0.620,0.61,0.0140,-3.0
6,1981,3,43.4,0.21,0.04,0.03,0.19,-3.000,0.243,4.16,2.01,3.515,0.31,0.0200,-3.0
6,1981,4,121.7,0.15,0.03,0.04,0.07,-3.000,0.350,4.15,3.13,1.861,0.15,0.0230,-3.0
6,1981,5,135.3,0.14,0.07,0.26,0.21,-3.000,0.283,4.25,3.13,1.386,0.36,0.2920,-3.0
6,1981,6,150.0,0.08,0.02,0.05,0.02,-3.000,0.325,4.10,3.78,1.655,0.11,0.0180,-3.0
6,1981,7,234.0,0.07,0.02,0.03,0.03,-3.000,0.143,4.31,2.28,1.153,0.10,0.0220,-3.0
6,1981,8,150.4,0.04,0.01,0.05,0.01,-3.000,0.260,4.15,3.50,0.997,0.07,0.0220,-3.0
6,1981,9,159.8,0.07,0.02,0.05,0.04,-3.000,0.328,4.19,3.03,1.483,0.11,0.0190,-3.0
6,1981,10,197.2,0.03,0.01,0.04,0.04,-3.000,0.105,4.42,1.41,1.062,0.10,0.0090,-3.0
